SSN;File;Priority;Line;Description;Rule set;Rule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;220;Do not use global event variable key in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;221;Do not use global event variable keyCode in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;226;Do not use global event variable keyCode in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;229;Do not use global event variable keyCode in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;233;Do not use global event variable key in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;237;Do not use global event variable key in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;245;Do not use global event variable key in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;246;Do not use global event variable keyCode in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;251;Do not use global event variable keyCode in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;254;Do not use global event variable keyCode in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;258;Do not use global event variable key in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;262;Do not use global event variable key in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2194090;Tutorial2018/s249280dir/genJava/source/P4WCIprojectin1file.pde;3;58;Avoid variables with short names like z;Naming;ShortVariable
s1840711;Tutorial2018/s246303dir/genJava/source/P4WCIprojectin1file.pde;3;115;The method update is too long, 39 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s1840711;Tutorial2018/s246303dir/genJava/source/P4WCIprojectin1file.pde;3;159;Do not use global event variable mousePressed in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s1840711;Tutorial2018/s246303dir/genJava/source/P4WCIprojectin1file.pde;3;65;The method display is too long, 26 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2190206;Tutorial2018/s249301dir/genJava/source/P4WCIprojectin1file.pde;3;16;Do not use global event variable mouseX in method setup, setup is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2190206;Tutorial2018/s249301dir/genJava/source/P4WCIprojectin1file.pde;3;59;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2190206;Tutorial2018/s249301dir/genJava/source/P4WCIprojectin1file.pde;3;59;Do not use global event variable keyPressed in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2169940;Tutorial2018/s249406dir/genJava/source/P4WCIprojectin1file.pde;3;107;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2169940;Tutorial2018/s249406dir/genJava/source/P4WCIprojectin1file.pde;3;10;Avoid variables with short names like up;Naming;ShortVariable
s2169940;Tutorial2018/s249406dir/genJava/source/P4WCIprojectin1file.pde;3;117;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2169940;Tutorial2018/s249406dir/genJava/source/P4WCIprojectin1file.pde;3;172;The method display is too long, 25 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2169940;Tutorial2018/s249406dir/genJava/source/P4WCIprojectin1file.pde;3;219;Do not change global variable manBodyX from method update, update is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2169940;Tutorial2018/s249406dir/genJava/source/P4WCIprojectin1file.pde;3;223;Do not change global variable manBodyX from method update, update is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2169940;Tutorial2018/s249406dir/genJava/source/P4WCIprojectin1file.pde;3;227;Do not change global variable manBodyY from method update, update is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2169940;Tutorial2018/s249406dir/genJava/source/P4WCIprojectin1file.pde;3;231;Do not change global variable manBodyY from method update, update is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2085275;Tutorial2018/s249125dir/genJava/source/P4WCIprojectin1file.pde;3;15;Avoid variables with short names like bg;Naming;ShortVariable
s2085275;Tutorial2018/s249125dir/genJava/source/P4WCIprojectin1file.pde;3;42;Do not change global variable sum from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2085275;Tutorial2018/s249125dir/genJava/source/P4WCIprojectin1file.pde;3;45;Do not change global variable sum from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2085275;Tutorial2018/s249125dir/genJava/source/P4WCIprojectin1file.pde;3;60;Class Animal does not declare any fields. The class should be removed by moving methods to the global scope.;Processing Ruleset;StatelessClassRule
s2085275;Tutorial2018/s249125dir/genJava/source/P4WCIprojectin1file.pde;3;62;Document empty constructor;Design;UncommentedEmptyConstructor
s2085275;Tutorial2018/s249125dir/genJava/source/P4WCIprojectin1file.pde;3;89;Do not use global event variable keyPressed in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2085275;Tutorial2018/s249125dir/genJava/source/P4WCIprojectin1file.pde;3;90;Do not use global event variable key in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2085275;Tutorial2018/s249125dir/genJava/source/P4WCIprojectin1file.pde;3;91;Do not change global variable eyeOpen from method update, update is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2085275;Tutorial2018/s249125dir/genJava/source/P4WCIprojectin1file.pde;3;95;Do not use global event variable key in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2111144;Tutorial2018/s248797dir/genJava/source/P4WCIprojectin1file.pde;3;100;Do not use global event variable keyCode in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2111144;Tutorial2018/s248797dir/genJava/source/P4WCIprojectin1file.pde;3;102;Do not use global event variable keyCode in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2111144;Tutorial2018/s248797dir/genJava/source/P4WCIprojectin1file.pde;3;106;Do not use global event variable key in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2111144;Tutorial2018/s248797dir/genJava/source/P4WCIprojectin1file.pde;3;107;Do not use global event variable keyCode in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2111144;Tutorial2018/s248797dir/genJava/source/P4WCIprojectin1file.pde;3;111;Do not use global event variable key in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2111144;Tutorial2018/s248797dir/genJava/source/P4WCIprojectin1file.pde;3;112;Do not use global event variable keyCode in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2111144;Tutorial2018/s248797dir/genJava/source/P4WCIprojectin1file.pde;3;118;Each class should declare at least one constructor;Controversial;AtLeastOneConstructor
s2111144;Tutorial2018/s248797dir/genJava/source/P4WCIprojectin1file.pde;3;138;Do not use global event variable mouseX in method mousePressed, mousePressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2111144;Tutorial2018/s248797dir/genJava/source/P4WCIprojectin1file.pde;3;139;Do not use global event variable mouseY in method mousePressed, mousePressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2111144;Tutorial2018/s248797dir/genJava/source/P4WCIprojectin1file.pde;3;140;Do not use drawing method rect(float*, float*, float, float) in method mousePressed, mousePressed is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2111144;Tutorial2018/s248797dir/genJava/source/P4WCIprojectin1file.pde;3;140;Do not use literals for pixels for rect(float*, float*, float, float) inside method mousePressed.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2111144;Tutorial2018/s248797dir/genJava/source/P4WCIprojectin1file.pde;3;99;Do not use global event variable key in method keyPressed, keyPressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;160;Do not use global event variable key in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;160;Do not use global event variable keyPressed in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;223;Field foxSpeed has the same name as a method;Naming;AvoidFieldNameMatchingMethodName
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;235;The method display is too long, 70 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;30;Avoid really long methods.;Code Size;ExcessiveMethodLength
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;30;The method draw is too long, 148 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;318;Do not use global event variable key in method foxSpeed, foxSpeed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;318;Do not use global event variable keyPressed in method foxSpeed, foxSpeed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;342;Field foxSpeed has the same name as a method;Naming;AvoidFieldNameMatchingMethodName
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;354;The method display is too long, 70 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;439;Do not use global event variable key in method foxSpeed, foxSpeed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;439;Do not use global event variable keyPressed in method foxSpeed, foxSpeed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;55;Do not use global event variable key in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;55;Do not use global event variable keyPressed in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2172984;Tutorial2018/s249216dir/genJava/source/P4WCIprojectin1file.pde;3;7;Avoid variables with short names like bg;Naming;ShortVariable
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;141;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;189;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;193;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;21;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;238;Field center has the same name as a method;Naming;AvoidFieldNameMatchingMethodName
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;245;Avoid unused local variables such as 'creatureX'.;Unused Code;UnusedLocalVariable
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;259;Avoid unused local variables such as 'creatureY'.;Unused Code;UnusedLocalVariable
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;265;Avoid unused local variables such as 'creatureY'.;Unused Code;UnusedLocalVariable
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;271;Avoid unused local variables such as 'creatureY'.;Unused Code;UnusedLocalVariable
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;283;Field hold has the same name as a method;Naming;AvoidFieldNameMatchingMethodName
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;290;The method display is too long, 26 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;331;Field hold has the same name as a method;Naming;AvoidFieldNameMatchingMethodName
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;340;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2175150;Tutorial2018/s249468dir/genJava/source/P4WCIprojectin1file.pde;3;67;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;101;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;102;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;103;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;104;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;114;The method constructor Bullet has too many parameters, 6 are counted. The parameters should be merged into objects or the method should be split.;Processing Ruleset;LongParameterListRule
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;128;Avoid using if...else statements without curly braces;Braces;IfElseStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;129;Avoid using if...else statements without curly braces;Braces;IfElseStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;155;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;165;Do not change global variable scoreWhite from method ghostCollide, ghostCollide is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;172;Do not change global variable scoreBlack from method ghostCollide, ghostCollide is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;180;Avoid using if...else statements without curly braces;Braces;IfElseStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;181;Avoid using if...else statements without curly braces;Braces;IfElseStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;1;Possible God class (WMC=75, ATFD=18, TCC=0.15789473684210525). A high ATFD value (Access To Foreign Data) means that a class (or main tab) does too much work for other classes.;Design;GodClass
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;1;The class 'P4WCIproject' appears to be very complex. Consider simplifying it, or breaking it up.;Code Size;StdCyclomaticComplexity
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;24;The method draw is too long, 25 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;273;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;274;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;275;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;276;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;285;The method (null) has too many parameters, 6 are counted. The parameters should be merged into objects or the method should be split.;Processing Ruleset;LongParameterListRule
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;302;Avoid using if...else statements without curly braces;Braces;IfElseStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;313;Avoid using if...else statements without curly braces;Braces;IfElseStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;314;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;38;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;39;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;42;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;43;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;72;The method 'keyPressed' appears to be very complex. Consider simplifying it, or breaking it up.;Code Size;StdCyclomaticComplexity
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;74;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;75;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;76;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;77;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;79;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;83;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;84;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;85;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;86;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;89;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;94;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;95;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;96;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2096935;Tutorial2018/s249094dir/genJava/source/P4WCIprojectin1file.pde;3;97;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;1;180;Method names should not start with capital letters;Naming;MethodNamingConventions
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;1;227;Variables should start with a lowercase character, 'Ufomove' starts with uppercase character.;Naming;VariableNamingConventions
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;1;3;Variables should start with a lowercase character, 'BodyA' starts with uppercase character.;Naming;VariableNamingConventions
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;1;4;Variables should start with a lowercase character, 'UfoA' starts with uppercase character.;Naming;VariableNamingConventions
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;1;5;Variables should start with a lowercase character, 'UfoB' starts with uppercase character.;Naming;VariableNamingConventions
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;168;Avoid variables with short names like _x;Naming;ShortVariable
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;168;Avoid variables with short names like _y;Naming;ShortVariable
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;192;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;196;Do not use literals for pixels for text(char, float*, float*) inside method textfly.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;207;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;212;Do not use literals for pixels for text(char, float*, float*) inside method flybacktext.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;22;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;242;Avoid variables with short names like _x;Naming;ShortVariable
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;242;Avoid variables with short names like _y;Naming;ShortVariable
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;43;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;45;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;79;Field flybacktext has the same name as a method;Naming;AvoidFieldNameMatchingMethodName
s2169770;Tutorial2018/s249176dir/genJava/source/P4WCIprojectin1file.pde;3;90;The method display is too long, 59 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s1998811;Tutorial2018/s248807dir/genJava/source/P4WCIprojectin1file.pde;3;21;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s1998811;Tutorial2018/s248807dir/genJava/source/P4WCIprojectin1file.pde;3;85;The method display is too long, 31 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2185105;Tutorial2018/s249317dir/genJava/source/P4WCIprojectin1file.pde;3;56;This are very many attributes/global variables. Check if some of them should be local variables, or part of an object.;Code Size;TooManyFields
s2185105;Tutorial2018/s249317dir/genJava/source/P4WCIprojectin1file.pde;3;85;The method display is too long, 35 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;102;Avoid variables with short names like cA;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;102;Avoid variables with short names like c;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;102;Avoid variables with short names like si;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;102;Avoid variables with short names like sp;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;131;Do not use global event variable mouseX in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;131;Do not use global event variable mouseY in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;148;Do not use global event variable mouseX in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;148;Do not use global event variable mouseY in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;149;Do not use global event variable mouseX in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;149;Do not use global event variable mouseY in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;159;The method display is too long, 38 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;240;Avoid variables with short names like ts;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;240;Avoid variables with short names like tx;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;240;Avoid variables with short names like ty;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;246;Avoid variables with short names like mx;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;246;Avoid variables with short names like my;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;268;Avoid variables with short names like c;Naming;ShortVariable
